system|artal_start|artal_slut|organisationsnummer|foretagsnummer|personnummer|anstallningsnummer|lonekorningsnummer|utbetalningsgrupp_id|utbetalningsgrupp_namn|utbetalningsdatum|fornamn|efternamn|lonespec
Flex Lön|1973|2022|123456-7890|923|19640303-0643|50|2022-06|1|Månadsutbetalning||Petra|Pedagog|lonespecifikationer\123456-7890_196403030643_50_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19610514-0666|60|2022-06|1|Månadsutbetalning||Karin|Kanslist|lonespecifikationer\123456-7890_196105140666_60_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19511206-0677|80|2022-06|1|Månadsutbetalning||Fabian|Fastigheter|lonespecifikationer\123456-7890_195112060677_80_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19960526-0687|90|2022-06|1|Månadsutbetalning||Diana|Diakon|lonespecifikationer\123456-7890_199605260687_90_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19781008-0684|100|2022-06|1|Månadsutbetalning||Kicki|Kyrkoherde|lonespecifikationer\123456-7890_197810080684_100_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19800326-0695|110|2022-06|1|Månadsutbetalning||Pelle|På Stan|lonespecifikationer\123456-7890_198003260695_110_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19891019-3153|120|2022-06|1|Månadsutbetalning||Tim|Timmis|lonespecifikationer\123456-7890_198910193153_120_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19770406-001|140|2022-06|1|Månadsutbetalning||Fred|Förtroende|lonespecifikationer\123456-7890_19770406001_140_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |150|2022-06|1|Månadsutbetalning||Uffe|Uppdragstagare|lonespecifikationer\123456-7890__150_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19880121-0694|160|2022-06|1|Månadsutbetalning||Niklas|Ny|lonespecifikationer\123456-7890_198801210694_160_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19860214-3102|170|2022-06|1|Månadsutbetalning||Nikki|Ny|lonespecifikationer\123456-7890_198602143102_170_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19411129-0674|300|2022-06|1|Månadsutbetalning||Pelle|Pensionär|lonespecifikationer\123456-7890_194111290674_300_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|301|2022-06|1|Månadsutbetalning||Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_301_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19970823-0637|302|2022-06|1|Månadsutbetalning||Dennis|Dublett|lonespecifikationer\123456-7890_199708230637_302_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19630814-0604|303|2022-06|1|Månadsutbetalning||Doris|fr Deltid|lonespecifikationer\123456-7890_196308140604_303_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19950608-3105|304|2022-06|1|Månadsutbetalning||Frida|Föräldraledig|lonespecifikationer\123456-7890_199506083105_304_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20010815-0657|305|2022-06|1|Månadsutbetalning||Daniel|Dubbel Frånvaro|lonespecifikationer\123456-7890_200108150657_305_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20040506-0641|306|2022-06|1|Månadsutbetalning||Lena|Lönetillägg|lonespecifikationer\123456-7890_200405060641_306_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|20061125-0606|307|2022-06|1|Månadsutbetalning||Nettan|Nettolöneavdrag|lonespecifikationer\123456-7890_200611250606_307_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19691208-0618|308|2022-06|1|Månadsutbetalning||Lennart|Löneväxling|lonespecifikationer\123456-7890_196912080618_308_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19720817-3174|309|2022-06|1|Månadsutbetalning||Sune|Semesterväxling|lonespecifikationer\123456-7890_197208173174_309_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19710207-3140|310|2022-06|1|Månadsutbetalning||Sabine|Sinkare|lonespecifikationer\123456-7890_197102073140_310_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |311|2022-06|1|Månadsutbetalning||Ariana|Grande|lonespecifikationer\123456-7890__311_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19690326-0609|312|2022-06|1|Månadsutbetalning||Ulla|Uppehållsanställning|lonespecifikationer\123456-7890_196903260609_312_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19800609-3119|313|2022-06|1|Månadsutbetalning||Samuel|Som Slutat|lonespecifikationer\123456-7890_198006093119_313_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|19600814-0623|314|2022-06|1|Månadsutbetalning||Test||lonespecifikationer\123456-7890_196008140623_314_202206_lonespec.html
Flex Lön|1973|2022|123456-7890|923|            |315|2022-06|1|Månadsutbetalning||Test|SKAPA|lonespecifikationer\123456-7890__315_202206_lonespec.html
